id,name,full_address,address_key,County,eircode,x,y,Type
396,Moyderwell,"Tralee Health Centre, Moyderwell, Tralee, Co. Kerry", Tralee, Kerry,,84018.771,114149.209,Healthcenters
397,Clontarf,"161 - 171 Vernon Avenue, Dublin 3.",Vernon Avenue,Dublin,,320096.071,236944.558,Healthcenters
398,Schull,"Hospital Grounds, Schull, Co. Cork.", Schull,Cork,,92746.42,30979.83,Healthcenters
399,Union Hall,"Main Street, Union Hall, Co. Cork.",Main Street,Cork,,120900.211,34517.59,Healthcenters
400,Ballynoe,"Ballynoe, Co. Cork.",Ballynoe,Cork,,193405.188,89584.813,Healthcenters
401,Buttevant,"Mercy Day Care Centre, Buttevant, Co. Cork.", Buttevant,Cork,,154280.276,108763.929,Healthcenters
402,Castletownroche,"Community Hall, Castletownroche, Co. Cork.", Castletownroche,Cork,,168203.093,102252.601,Healthcenters
403,Newtownbarry,"Newtownbarry, Charleville, Co. Cork.", Charleville,Cork,,153787.053,123023.214,Healthcenters
404,FRC Broad Street,"Family Resource Centre, Broad Street, Charleville, Co. Cork.", Broad Street,Cork,,153596.375,122746.461,Healthcenters
405,Rhode,"Rhode, Co. Offaly.",Rhode,Offaly,,253410.438,233461.563,Healthcenters
406,Cre House,"Grange, Templemore Road, Roscrea, Co. Tipperary", Templemore Road,Tipperary,,214008.969,188107.328,Healthcenters
407,Skerries,"Thomas Hand Street, Skerries, Co. Dublin.",Thomas Hand Street,Dublin,,325192.344,260445.531,Healthcenters
408,Dromina,"Community Centre, Dromina, Co. Cork.", Dromina,Cork,,145370.672,118293.766,Healthcenters
409,Chapel Hill,"Chapel Hill, Fermoy, Co. Cork.",Chapel Hill,Cork,,180856.093,98307.646,Healthcenters
410,Blackwater,"Blackwater Day Centre, Fermoy, Co. Cork.", Fermoy,Cork,,181016.089,98475.152,Healthcenters
411,Freemount,"Community Centre, Freemount, Co. Cork.", Freemount,Cork,,139698.61,114301.38,Healthcenters
412,Glantane,"Community Hall, Glantane, Co. Cork.", Glantane,Cork,,148772.08,95002.96,Healthcenters
413,Glanworth,"Main Street, Glanworth, Co. Cork.",Main Street,Cork,,175638.83,103857.27,Healthcenters
414,Wicklow,"Glenside Road, Wicklow Town, Co. Wicklow.",Glenside Road,Wicklow,,332007.127,193631.898,Healthcenters
415,Peter Street Primary Care Unit,"Laurence Town Centre, Peter Street, Drogheda, Co. Louth", Peter Street,Louth,,308937.5,275274.188,Healthcenters
416,Kanturk,"Community Hospital, Hospital Hill, Kanturk, Co. Cork.", Kanturk,Cork,,137481.406,103036.164,Healthcenters
417,Kildorrery,"Limerick Road, Kildorrery, Co. Cork.",Limerick Road,Cork,,170806.453,110622.625,Healthcenters
418,Killavullen,"Dispensary, Killavullen, Co. Cork.", Killavullen,Cork,,164618.27,99324.41,Healthcenters
419,Kilworth,"Main Street, Kilworth, Co. Cork.",Main Street,Cork,,183304.656,102620.508,Healthcenters
420,Kiskeam,"Community Centre, Kiskeam, Co. Cork.", Kiskeam,Cork,,121044.727,103326.016,Healthcenters
421,Bank Place,"134 Bank Place, Mallow, Co. Cork.", Mallow,Cork,,155954.703,98454.172,Healthcenters
422,Millmount,"Millmount Avenue, Drumcondra, Dublin 9.",Millmount Avenue,Dublin,,315960.502,236895.032,Healthcenters
423,Gouldshill,"Gouldshill House, Mallow, Co. Cork.", Mallow,Cork,,154765.359,96530.516,Healthcenters
424,Newberry,"Newberry Hospital, Kilvealaton East, Mallow, Co. Cork.", Kilvealaton East,Cork,,153145.359,97226.313,Healthcenters
425,Norwood,"Norwood Day Centre, Mallow, Co. Cork.", Mallow,Cork,,155510.844,98591.125,Healthcenters
426,St. Joseph's,"St. Joseph's Road, Mallow, Co. Cork.",St. Joseph's Road,Cork,,156225.266,98340.969,Healthcenters
427,Comm Hosp,"Community Hospital, Millstreet, Co. Cork.", Millstreet,Cork,,126113.211,90025.461,Healthcenters
428,Claragh Road,"Claragh Road, Millstreet, Co.Cork.",Claragh Road,Cork,,126833.962,90127.66,Healthcenters
429,Drishane,"Drishane Castle, Millstreet, Co. Cork.", Millstreet,Cork,,128210.98,92204.31,Healthcenters
430,Wellmount,"Wellmount Park, Finglas, Dublin 11.",Wellmount Park,Dublin,,312390.283,238543.333,Healthcenters
431,Tearmon Ui Chaoimh,"Tearmon Ui Chaoimh Day Centre, Mitchelstown, Co. Cork.", Mitchelstown,Cork,,181444.219,112556.078,Healthcenters
432,Newmarket,"Charleville Road, Newmarket, Co. Cork.",Charleville Road,Cork,,131720.359,107589.024,Healthcenters
433,Newtown,"Newtown, Co. Cork.",Newtown,Cork,,99999.445,49102.363,Healthcenters
434,Church Road,"Church Road, Ardfert, Co. Kerry.",Church Road,Kerry,,78542,120911.688,Healthcenters
435,Ballybunion,"C/o Dr. Jim O' Sullivan, Ballybunion, Co. Kerry", Ballybunion,Kerry,,86419.57,141340.239,Healthcenters
436,Brosna,"The Health Centre, Brosna, Co. Kerry", Brosna,Kerry,,113343.7,118620.66,Healthcenters
437,Caherciveen,"East End, Caherciveen, Co. Kerry.",East End,Kerry,,47410.598,79676.898,Healthcenters
438,Camp,"Camp Cross, Tralee, Co. Kerry",Camp Cross,Kerry,,69423.648,109352.523,Healthcenters
439,Tonachy House,"Killarney Rd., Castleisland, Co. Kerry",Killarney Rd.,Kerry,,99881.313,109663.305,Healthcenters
440,Castlemaine,"Community Centre, Castlemaine, Co. Kerry", Castlemaine,Kerry,,83713.516,103611.016,Healthcenters
441,Causeway,"Marian Trc., Causeway, Co. Kerry",Marian Trc.,Kerry,,82111.52,130238.48,Healthcenters
442,Farranfore,"Farranfore, Co. Kerry",Farranfore,Kerry,,93992.133,103305.148,Healthcenters
443,Glenbeigh,"Kilnabrack Lower, Glenbeigh Co. Kerry",Kilnabrack Lower,Kerry,,66658.203,90959.367,Healthcenters
444,Gneeveguilla,"Gneeveguilla, Co. Kerry",Gneeveguilla,Kerry,,112920.617,96703.055,Healthcenters
445,Kielduff,"Community Centre, Rathanny, Co. Kerry", Rathanny,Kerry,,90498.16,117134.99,Healthcenters
446,Kilgarven,"Kilgarven, Co. Kerry",Kilgarven,Kerry,,100787.484,73306.648,Healthcenters
447,Park Road,"Park Rd., Killarney, Co. Kerry",Park Rd.,Kerry,,98147.097,90844.208,Healthcenters
448,Knocknagoshel,"Community Centre, Knocknagoshel, Co. Kerry", Knocknagoshel,Kerry,,105640.797,120739.68,Healthcenters
449,Listowel,"Grounds of Listowel Hospital, Co. Kerry",Grounds of Listowel Hospital,Kerry,,98225.711,133981.422,Healthcenters
450,Listowel OPD,"Hospital Grounds, Listowel, Co. Kerry", Listowel,Kerry,,98225.711,133981.422,Healthcenters
451,Lixnaw,"C/o Dr. Fahys Surgery, Lixnaw, Co. Kerry", Lixnaw,Kerry,,89980.352,129784.844,Healthcenters
452,Moyvane,"Community Centre, Moyvane, Co. Kerry",Community Centre,Kerry,,107069.992,139733.188,Healthcenters
453,Portmagee,"Portmagee Village, Co. Kerry",Portmagee Village,Kerry,,37201.05,72985.68,Healthcenters
454,Rathmore,"Bleak House, Rathmore, Co. Kerry",Bleak House,Kerry,,114335.305,92302.93,Healthcenters
455,Scariff,"Emlagh, Waterville, Co. Kerry",Emlagh,Kerry,,50416.29,68895.28,Healthcenters
456,Sneem,"South Square, Sneem, Co. Kerry",South Square,Kerry,,69125.172,66719.781,Healthcenters
457,Tarbert,"Tarbert, Co. Kerry",Tarbert,Kerry,,106410.367,147820.453,Healthcenters
458,Waterville,"Main Street, Waterville, Co. Kerry",Main Street,Kerry,,50326.641,65801.617,Healthcenters
459,Ballyragget,"Chapel Avenue, Ballyragget, Co. Kilkenny.",Chapel Avenue,Kilkenny,,245140.281,171031.859,Healthcenters
460,Bennettsbridge,"Bennettsbridge, Co. Kilkenny.",Bennettsbridge,Kilkenny,,255621.5,149145.359,Healthcenters
461,Castlecomer,"Kilkenny Street, Castlecomer, Co. Kilkenny.",Kilkenny Street,Kilkenny,,253306.563,172383.047,Healthcenters
462,Clogh,"Clogh, Castlecomer, Co. Kilkenny.",Clogh,Kilkenny,,256356.891,179259.578,Healthcenters
463,Coolbawn,"Castlecomer, Co. Kilkenny.",Castlecomer,Kilkenny,,255532.859,174644.703,Healthcenters
464,Freshford,"Kilkenny Street, Freshford, Co. Kilkenny.",Kilkenny Street,Kilkenny,,241068.375,164731.703,Healthcenters
465,Goresbridge,"Barrack Street, Goresbridge, Co. Kilkenny.",Barrack Street,Kilkenny,,268111.719,153707.891,Healthcenters
466,Gowran,"Main Street, Gowran, Co. Kilkenny.",Main Street,Kilkenny,,263496.25,153563.516,Healthcenters
467,Hacketstown,"Moffets Lane, Hacketstown, Co. Carlow.",Moffets Lane,Carlow,,296969.688,180287.297,Healthcenters
468,Inistioge,"Inistioge, Co. Kilkenny.",Inistioge,Kilkenny,,263833.188,137459.781,Healthcenters
469,Johnstown,"Johnstown, Co. Kilkenny",Johnstown,Kilkenny,,229776.906,166121.078,Healthcenters
470,Kells,"Kells, Co. Kilkenny.",Kells,Kilkenny,,249239.516,143413.156,Healthcenters
471,Kilkenny,"Community Care, James's Green, Kilkenny.",Community Care,Kilkenny,,250221.383,155793.872,Healthcenters
472,Kilmanagh,"Kilmanagh, Co. Kilkenny.",Kilmanagh,Kilkenny,,239027.703,152166.719,Healthcenters
473,Kilmoganny,"Mill Street, Kilmoganny, Co. Kilkenny.",Mill Street,Kilkenny,,245707.047,134644.109,Healthcenters
474,Leighlinbridge,"St. Lazerian's Street, Leighlinbridge, Co. Carlow.",St. Lazerian's Street,Carlow,,268926.281,165430.375,Healthcenters
475,Lisdowney,"Lisdowney, Co. Kilkenny.",Lisdowney,Kilkenny,,241124.875,171155.516,Healthcenters
476,Marley,"Marley, Graiguenamanagh, Co. Kilkenny",Marley,Kilkenny,,274453.969,141533.313,Healthcenters
477,Myshall,"Carlow Road, Myshall, Co. Carlow.",Carlow Road,Carlow,,282426.406,160210.656,Healthcenters
478,Rathvilly,"Phelan Street, Rathvilly, Co. Carlow.",Phelan Street,Carlow,,288194.38,181760.77,Healthcenters
479,Rosbercon,"Millbanks, Rosbercon, Via New Ross, Co. Kilkenny.",Millbanks,Kilkenny,,271064.458,127550.102,Healthcenters
480,Stoneyford,"Stoneyford, Co. Kilkenny.",Stoneyford,Kilkenny,,252293.516,143053.703,Healthcenters
481,Tinnahinch,"Graiguenamanagh, Co. Kilkenny.",Graiguenamanagh,Kilkenny,,271002.313,143399.25,Healthcenters
482,Tullaroan,"Tullaroan, Co. Kilkenny.",Tullaroan,Kilkenny,,238144.25,156752.8,Healthcenters
483,Tullow,"Shillelagh Road, Tullow, Co. Carlow.",Shillelagh Road,Kilkenny,,285673.16,173241.41,Healthcenters
484,Urlingford,"Main Street, Urlingford, Co. Kilkenny",Main Street,Kilkenny,,228560.938,163506.797,Healthcenters
485,Windgap,"Coolehill Upper, Windgap, Co. Kilkenny.",Coolehill Upper,Kilkenny,,240922.375,134458.813,Healthcenters
486,Cappoquin,"Cappoquin, Co. Waterford.",Cappoquin,Waterford,,210797,99317.18,Healthcenters
487,Clashmore,"Chapel Lane, Clashmore, Co. Waterford.",Chapel Lane,Waterford,,212514.063,84100,Healthcenters
488,Dungarvan,"Saint Mary Street, Dungarvan, Co. Waterford.",Saint Mary Street,Waterford,,226021.111,92950.214,Healthcenters
489,Dunmore East,"Lower Dunmore, Dunmore East, Co. Waterford.",Lower Dunmore,Waterford,,268834.7,100838.463,Healthcenters
490,Glenmore,"Robinstown, Glenmore, Co. Kilkenny.",Robinstown,Kilkenny,,266250.031,122853.344,Healthcenters
491,Kereen,"Kereen, Co. Waterford.",Kereen,Waterford,,214054.125,93081.484,Healthcenters
492,Kilmacow,"Lower Kilmacow, Co. Kilkenny.",Lower Kilmacow,Kilkenny,,256919.75,117099.461,Healthcenters
493,Kilmacthomas,"Hillside Crescent, Kilmacthomas, Co. Waterford.",Hillside Crescent,Kilkenny,,239297.016,105734.031,Healthcenters
494,Kilmeaden,"Kilmeaden, Co. Waterford.",Kilmeaden,Waterford,,251887.781,109115.844,Healthcenters
495,Knockanore,"Knockanore, Co. Waterford.",Knockanore,Waterford,,207460.52,89105.63,Healthcenters
496,Lemybrien,"Lemybrien, Co. Waterford.",Lemybrien,Waterford,,232647.094,102366.852,Healthcenters
497,Mooncoin,"Main Street, Mooncoin, Co. Kilkenny.",Main Street,Kilkenny,,250947.891,115806.195,Healthcenters
498,Mullinavat,"Garrandaragh, Mullinavat, Co. Kilkenny.",Garrandaragh,Kilkenny,,256503.016,124374.727,Healthcenters
499,Piltown,"Main Street, Piltown, Co. Kilkenny.",Main Street,Kilkenny,,245504.953,122374.547,Healthcenters
500,Portlaw,"Portlaw, Co. Waterford.",Portlaw,Waterford,,246418.452,115303.99,Healthcenters
501,Seskinane,"Seskinane, Touraneena, Ballinamult, Co. Waterford.",Seskinane,Ballinamult,,220653.641,104594.305,Healthcenters
502,Tallow,"Convent Street, Tallow, Co. Waterford.",Convent Street,Waterford,,199545.547,93705.891,Healthcenters
503,Ballybeg,"Community Centre, Ballybeg, Cork Road, Waterford.",Community Centre,Waterford,,258645.286,110007.501,Healthcenters
504,Roscrea,"Templemore Road, Roscrea, Co. Tipperary",Templemore Road,Tipperary,,213967.141,188307.844,Healthcenters
505,Redhills,"G.a.a. Club, Knockroe, Co. Cavan",G.a.a. Club,Cavan,,244393.813,317046.688,Healthcenters
506,Churchtown,"Main Street, Mallow, Co. Cork",Main Street,Cork,,150106.953,113520.32,Healthcenters
507,St. Frances,"Rathealy Road, Fermoy, Co. Cork",Rathealy Road,Cork,,181554.203,98864.148,Healthcenters
508,Liscarroll,"Main Street, Co. Cork",Main Street,Cork,,144992.245,112285.378,Healthcenters
509,Meelin,"Knockduff Upper, Newmarket, Co. Cork",Knockduff Upper,Cork,,129451.492,111284.461,Healthcenters
510,Milford,Co. Cork,Co. Cork,Cork,,141662.629,121345.173,Healthcenters
511,Rathcormac,"Main Street, Co. Cork",Main Street,Cork,,180608.234,91724.914,Healthcenters
512,Caherdaniel,"An Post, Post Office, Co. Kerry",An Post,Kerry,,55032.02,59504.215,Healthcenters
513,Granard,"Carra, Granard, Co. Longford.",Carra,Longford,,233865.86,281284.38,Healthcenters
514,Bantry,"The Quays, Bantry, Co. Cork.",The Quays,Cork,,99683.267,48449.644,Healthcenters
515,Loughboy,"Springhill Health Centre, Waterford Road, Kilkenny", Waterford Road,Kilkenny,,251382.441,154715.48,Healthcenters
516,Larkhill,"Collins Avenue Extension, Dublin 9.",Collins Avenue Extension,Dublin,,316476.012,238584.203,Healthcenters
517,Swords,"Bridge Street, Swords, Co. Dublin.",Bridge Street,Dublin,,318164.75,246976.281,Healthcenters
518,Howth,"Main Street, Howth, Co. Dublin.",Main Street,Dublin,,328793.362,239038.174,Healthcenters
519,Terenure,"68 Terenure Road North, Dublin 6.",Terenure Road ,Dublin,,314484.063,230455.219,Healthcenters
520,Lucan,"1a Sarsfield Park, Co. Dublin",Sarsfield Park,Dublin,,303318.281,235189.938,Healthcenters
521,Kilcormac,"Freagh, Kilcormac, Co. Offaly.",Freagh,Offaly,,218043.797,213914.375,Healthcenters
522,Thomastown,"Lady's Well Street, Thomastown, Co. Kilkenny.",Lady's Well Street,Kilkenny,,258271.129,142117.153,Healthcenters
523,Navan,"Child And Family Centre, County Clinic, Navan, Co. Meath.", Navan,Meath,,286318.583,267563.145,Healthcenters
524,Malahide,"New Street, Malahide, Co. Dublin.",New Street,Dublin,,322692.853,246111.994,Healthcenters
525,Ballymore,"Moate Road, Ballymore, Co. Westmeath.",Moate Road,Westmeath,,221263.563,248936.156,Healthcenters
526,Kilbarrack,"Foxfield Crescent, Kilbarrack, Dublin 5.", Kilbarrack,Dublin,,322772.442,238763.854,Healthcenters
527,Ballyporeen,"Church Street, Ballyporeen, Co. Tipperary.",Church Street,Tipperary,,193230.484,113216.836,Healthcenters
528,Dromahaire,"Drumlease Estate, Dromahaire, Co. Leitrim",Drumlease Estate,Leitrim,,180862.08,331169.16,Healthcenters
529,Lismore,"Park's Road, Lismore, Co. Waterford.",Park's Road,Waterford,,204998.911,98323.188,Healthcenters
530,Kilcock,"Whitestown House, Kilcock, Co. Kildare.", Kilcock,Kildare,,288068.688,240236.109,Healthcenters
531,Deansrath,"St. Cuthbert's Road, Clondalkin, Dublin 22.",St. Cuthbert's Road,Dublin,,305035.688,231526.25,Healthcenters
532,Kingscourt,"Kells Road, Kingscourt, Co. Cavan.",Kells Road,Cavan,,278647.66,295291.22,Healthcenters
533,Inisboffin,"Middle Quarter, Inisboffin, Co. Galway.",Middle Quarter,Galway,,53780.773,264917.156,Healthcenters
534,Innishannon,"Innishannon Medical Centre, Main Street, Innishannon, Co. Cork", Main Street,Cork,,154738.67,57068.34,Healthcenters
535,Tallow,"Conna, Co. Cork.",Conna,Cork,,192687.64,93439.56,Healthcenters
536,Emo,"Emo, Co. Laois.",Emo,Laois,,253032.844,205397,Healthcenters
537,Edenderry,"Ofalia House, St. Mary's Street, Edenderry, Co. Offaly.", St. Mary's Street,Offaly,,262456.725,232120.305,Healthcenters
538,Castletownbere,"Bank Place, Castletownbere, Co. Cork.", Castletownbere,Cork,,67638.23,45866.9,Healthcenters
539,Heatherside,"Heatherside Hospital, Doneraile, Co. Cork.",Heatherside Hospital,Cork,,159221.92,113269.77,Healthcenters
540,St. Anne's Road,"St. Anne's Road, Killarney, Co. Kerry",St. Anne's Road,Kerry,,96623.461,91103.313,Healthcenters
541,Ballybrittas,"Main Street, Co. Laois",Main Street,Laois,,257921.859,206915.766,Healthcenters
542,Milford,"Kyle House, Kyle, Co. Cork",Kyle House,Cork,,141334.875,119572.477,Healthcenters
543,Armagh Road Primary Care Services,"HSE, SAINT COLUMBA'S, ARMAGH ROAD, DUBLIN 12",HSE,Dublin,,312734.1213,231305.257,Healthcenters
544,Castlelyons,"1 Main Street, Co. Cork",Main Street, Cork,,183915.375,93021.828,Healthcenters
545,Boherbue,"The Corner House, 18 Main Street, Co. Cork",Main Street,Cork,,126846.148,101279.68,Healthcenters
546,Callan Primary Care Centre,Co. Kilkenny.,Co. Kilkenny.,Kilkenny,,241483.392,143688.5627,Healthcenters
547,Moate,"The Newtown, Moate, Co. Westmeath.",The Newtown,Westmeath,,218996.59,238407.792,Healthcenters
548,Monasterevin,Co. Kildare.,Co. Kildare.,Kildare,,263094.721,210500.676,Healthcenters
549,Killenaule,"River Street, Killenaule, Co. Tipperary.",River Street,Tipperary,,222361.48,146396.47,Healthcenters
550,College Road,"Castleisland, Co. Kerry",Castleisland,Kerry,,100474.454,110121.412,Healthcenters
551,Castleblaney,"Thomas Street, Castleblaney, Co. Monaghan.",Thomas Street,Monaghan,,282777.519,319637.688,Healthcenters
552,Mizen Primary Care Centre,"Ardmanagh Road, Schull, Co. Cork",Ardmanagh Road,Cork,,92566.172,31667.68,Healthcenters
553,Glencrow,"Moville, Co. Donegal.",Moville, Donegal,,260862.08,438382.59,Healthcenters
554,Ionad Slinte Inis Bigil,"Inis Bigil, Co. Mhaigh Eo",Inis Bigil, Mhaigh Eo,,75227.123,307320.123,Healthcenters
555,Ionad Slinte Bal an Mhuirthead,"Bal an Mhuirthead, Co. Mhaigh Eo",Bal an Mhuirthead,Mhaigh Eo,,70510.641,332860.5,Healthcenters
556,Ionad Slinte Bhaile na hAbhann,"An Tulach, Bhaile na hAbhann, Co. na Gaillimhe",An Tulach,naGaillimhe,,167520.328,248263.484,Healthcenters
557,Ionad Slinte Bhaile na Cille,"Bhaile na Cille, Co. na Gaillimhe",Bhaile na Cille,naGaillimhe,,145844.953,194952.453,Healthcenters
558,Ionad Slinte Chamuis,"Camus, Co. na Gaillimhe",Camus,naGaillimhe,,97048.18,237130.359,Healthcenters
559,Ionad Slinte Charna,"Carna, Co. na Gaillimhe",Carna,naGaillimhe,,78230.672,231899.688,Healthcenters
560,Ionad Slinte an Fhirche,"An Fhirche, Co. na Gaillimhe",An Fhirche,naGaillimhe,,109684.609,255834.906,Healthcenters
561,Ionad Slinte Ros Muc,"Ros Muc, Co. na Gaillimhe",Ros Muc,naGaillimhe,,91902.25,236118.594,Healthcenters
562,Ionad Slinte an Spidil,"An Spidal, Co. na Gaillimhe",An Spidal,naGaillimhe,,112891.344,222404.891,Healthcenters
563,Ionad Slinte Oilen Thora,"An Baile Thiar, Oilen Thora, Co. Dhn Na nGall",An Baile Thiar,DhnNanGall,,185787.28,446387.75,Healthcenters
564,Oilen Claire,"Cape Clear Island, Co. Chorca",Cape Clear Island,Chorca,,95415.95,21366.26,Healthcenters
565,Ionad Slinte Daingean U Chis,"Hospital Grounds, Dingle, Co. Kerry",Hospital Grounds,Kerry,,44317.164,101592.344,Healthcenters
566,Ionad Slinte Bal an Mhuirthead,"Ospidal Pobail Bhal an Mhuirthead, Bal an Mhuirthead Co. Mhaigh Eo",Ospidal Pobail Bhal an Mhuirthead,Mhaigh Eo,,70510.641,332860.5,Healthcenters
567,Ionad Slinte Inis Mein,"Inis Mein, Co. na Gaillimhe",Inis Mein,naGaillimhe,,93897.766,204972.594,Healthcenters
568,Ionad Slinte Inis Orr,"Inis Orr, Co. na Gaillimhe",Inis Orr,naGaillimhe,,97832.75,202866.391,Healthcenters
569,Ionad Slinte Bal tha na mBreac,"Bal tha na mBreac, An Mm, Co. na Gaillimhe",Bal tha na mBreac,naGaillimhe,,93062.24,255286.3,Healthcenters
570,Ionad Slinte Anagaire,"Anagaire, Co. Dhn na nGall",Anagaire,Dhn na nGall,,179094.719,419356.656,Healthcenters
571,Ionad Slinte rainn Mhr,"rainn Mhr, Co. Dhn na nGall",rainn Mhr,Dhn na nGall,,167628.656,414609.531,Healthcenters
572,Ionad Slinte Baile na Finne,"Baile na Finne, Co. Dhn na nGall",Baile na Finne,Dhn na nGall,,192394.781,402211.25,Healthcenters
573,Grosvenor Court,"Killarney, Co. Kerry",Killarney,Kerry,,96513.056,90957.578,Healthcenters
574,Longford,"Dublin Road, Longford Town.",Dublin Road,Dublin,,214232.862,274889.475,Healthcenters
575,Fethard,"Rocklow Road, Fethard, Clonmel, Co. Tipperary.",Rocklow Road,Clonmel,,220712.248,135019.782,Healthcenters
576,Ionad Slinte Leitir Mr,"Leitir Mr, Co. na Gaillimhe",Leitir Mr,naGaillimhe,,89809.53035,227939.6299,Healthcenters
577,Ionad Slinte An tSlibhe Riabhaigh,"An Sliabh Riabhach, Baile Bhirne, Co. Chorca",An Sliabh Riabhach,Chorca,,119700,77500,Healthcenters
578,Ionad Slinte na Rinne,"Halla Pobail, An Rinn, Co. Phort Lirge.",Halla Pobail,PhortLirge,,228144.1035,88479.02278,Healthcenters
579,Ionad Slinte Chill Charthaigh,"Promhshrid, Cill Charthaigh, Co. Dhn na nGall",Promhshrid,DhnnanGall,,161876.6104,376172.7801,Healthcenters
580,Ionad Slinte na Carraige,"Charraig, Co. Dhn na nGall",Charraig,Dhn na nGall,,159303.2344,378946.9381,Healthcenters
581,Ionad Slinte Gleann Cholm Cille,"Ghleann Cholm Cille, Co. Dhn na nGall",Ghleann Cholm Cille,Dhn na nGall,,153758.2034,384812.9061,Healthcenters
582,Ionad Slinte Ard an Rtha,"Bthar Phort Nua, Ard an Rtha, Co. Dhn na nGall",Bthar Phort Nua,DhnnanGall,,173637.3804,390962.6301,Healthcenters
583,Ionad Slinte Leitir Mhic an Bhaird,"Leitir Mhic an Bhaird, Co. Dhn na nGall",Leitir Mhic an Bhaird,Dhn na nGall,,180293.7815,400959.0001,Healthcenters
584,An Clochn Liath,"Otharlann Ceantair an Chlochin Lith, An Clochn Liath, Co. Dhn na nGall.",Otharlann Ceantair an Chlochin Lith,DhnnanGall,,177132.7975,411656.8131,Healthcenters
585,Ionad Slinte Ailt an Chorrin,"Ailt an Chorrin, Leitir Ceanainn, Co. Dhn na nGall",Ailt an Chorrin,DhnnanGall,,171987.8604,415321.6601,Healthcenters
